=== bounds / misc ===
versionNumber                                10507
estimateCDictSize[10]                        1032416
estimateCCtxSize[11]                         25682968
estimateCStreamSize[11]                      30139929
estimateCDictSize[11]                        1163488
estimateCCtxSize[12]                         50848792
estimateCStreamSize[12]                      55305753
estimateCDictSize[12]                        1687776
estimateCCtxSize[13]                         50848792
estimateCStreamSize[13]                      55305753
estimateCDictSize[13]                        1687776
estimateCCtxSize[14]                         50848792
estimateCStreamSize[14]                      55305753
estimateCDictSize[14]                        1687776
estimateCCtxSize[15]                         67626008
estimateCStreamSize[15]                      72082969
estimateCDictSize[15]                        1687776
estimateCCtxSize[16]                         67626008
estimateCStreamSize[16]                      72082969
estimateCDictSize[16]                        1687776
estimateCCtxSize[17]                         67626008
estimateCStreamSize[17]                      72082969
estimateCDictSize[17]                        1687776
estimateCCtxSize[18]                         67626008
estimateCStreamSize[18]                      72082969
estimateCDictSize[18]                        1687776
estimateCCtxSize[19]                         85196950
estimateCStreamSize[19]                      93848215
estimateCDictSize[19]                        1687776
estimateCCtxSize[20]                         169083030
estimateCStreamSize[20]                      202900119
estimateCDictSize[20]                        1687776
estimateCCtxSize[21]                         336855190
estimateCStreamSize[21]                      404226711
estimateCDictSize[21]                        1687776
estimateCCtxSize[22]                         739590294
estimateCStreamSize[22]                      874070679
estimateCDictSize[22]                        1687776
cbounds[100] err=0 lo=-131072 hi=22
cbounds[101] err=0 lo=10 hi=31
cbounds[102] err=0 lo=6 hi=30
cbounds[103] err=0 lo=6 hi=30
cbounds[104] err=0 lo=1 hi=30
cbounds[105] err=0 lo=3 hi=7
cbounds[106] err=0 lo=0 hi=131072
cbounds[107] err=0 lo=1 hi=9
cbounds[130] err=0 lo=1340 hi=131072
cbounds[160] err=0 lo=0 hi=2
cbounds[161] err=0 lo=6 hi=30
cbounds[162] err=0 lo=4 hi=4096
cbounds[163] err=0 lo=1 hi=8
cbounds[164] err=0 lo=0 hi=25
cbounds[200] err=0 lo=0 hi=1
cbounds[201] err=0 lo=0 hi=1
cbounds[202] err=0 lo=0 hi=1
cbounds[400] err=0 lo=0 hi=0
cbounds[401] err=0 lo=0 hi=0
cbounds[402] err=0 lo=0 hi=0
cbounds[500] err=0 lo=0 hi=1
cbounds[10] err=0 lo=0 hi=1
cbounds[1000] err=0 lo=0 hi=1
cbounds[1001] err=0 lo=0 hi=3
cbounds[1002] err=0 lo=0 hi=2
cbounds[1004] err=0 lo=0 hi=2147483647
cbounds[1005] err=0 lo=0 hi=1
cbounds[1006] err=0 lo=0 hi=1
cbounds[1007] err=0 lo=0 hi=1
cbounds[1008] err=0 lo=0 hi=1
cbounds[1009] err=0 lo=0 hi=1
cbounds[1017] err=0 lo=0 hi=6
cbounds[1010] err=0 lo=0 hi=2
cbounds[1011] err=0 lo=0 hi=2
cbounds[1012] err=0 lo=0 hi=1
cbounds[1013] err=0 lo=0 hi=2
cbounds[1014] err=0 lo=0 hi=1
cbounds[1015] err=0 lo=1024 hi=131072
cbounds[1016] err=0 lo=0 hi=2
cbounds[12345] err=1 lo=0 hi=0
dbounds[100] err=0 lo=10 hi=31
dbounds[1000] err=0 lo=0 hi=1
dbounds[1001] err=0 lo=0 hi=1
dbounds[1002] err=0 lo=0 hi=1
dbounds[1003] err=0 lo=0 hi=1
dbounds[1004] err=0 lo=0 hi=1
dbounds[1005] err=0 lo=1024 hi=131072
dbounds[999] err=1 lo=0 hi=0
getCParams[-22,0] 19 12 13 1 6 22 1
getCParams[-22,1] 10 6 7 1 5 22 1
getCParams[-22,37] 10 6 7 1 5 22 1
getCParams[-22,1369] 11 11 12 1 5 22 1
getCParams[-22,50653] 16 12 12 1 5 22 1
getCParams[-21,0] 19 12 13 1 6 21 1
getCParams[-21,1] 10 6 7 1 5 21 1
getCParams[-21,37] 10 6 7 1 5 21 1
getCParams[-21,1369] 11 11 12 1 5 21 1
getCParams[-21,50653] 16 12 12 1 5 21 1
getCParams[-20,0] 19 12 13 1 6 20 1
getCParams[-20,1] 10 6 7 1 5 20 1
getCParams[-20,37] 10 6 7 1 5 20 1
getCParams[-20,1369] 11 11 12 1 5 20 1
getCParams[-20,50653] 16 12 12 1 5 20 1
getCParams[-19,0] 19 12 13 1 6 19 1
getCParams[-19,1] 10 6 7 1 5 19 1
getCParams[-19,37] 10 6 7 1 5 19 1
getCParams[-19,1369] 11 11 12 1 5 19 1
getCParams[-19,50653] 16 12 12 1 5 19 1
getCParams[-18,0] 19 12 13 1 6 18 1
getCParams[-18,1] 10 6 7 1 5 18 1
getCParams[-18,37] 10 6 7 1 5 18 1
getCParams[-18,1369] 11 11 12 1 5 18 1
getCParams[-18,50653] 16 12 12 1 5 18 1
getCParams[-17,0] 19 12 13 1 6 17 1
getCParams[-17,1] 10 6 7 1 5 17 1
getCParams[-17,37] 10 6 7 1 5 17 1
getCParams[-17,1369] 11 11 12 1 5 17 1
getCParams[-17,50653] 16 12 12 1 5 17 1
getCParams[-16,0] 19 12 13 1 6 16 1
getCParams[-16,1] 10 6 7 1 5 16 1
getCParams[-16,37] 10 6 7 1 5 16 1
getCParams[-16,1369] 11 11 12 1 5 16 1
getCParams[-16,50653] 16 12 12 1 5 16 1
getCParams[-15,0] 19 12 13 1 6 15 1
getCParams[-15,1] 10 6 7 1 5 15 1
getCParams[-15,37] 10 6 7 1 5 15 1
getCParams[-15,1369] 11 11 12 1 5 15 1
getCParams[-15,50653] 16 12 12 1 5 15 1
getCParams[-14,0] 19 12 13 1 6 14 1
getCParams[-14,1] 10 6 7 1 5 14 1
getCParams[-14,37] 10 6 7 1 5 14 1
getCParams[-14,1369] 11 11 12 1 5 14 1
getCParams[-14,50653] 16 12 12 1 5 14 1
getCParams[-13,0] 19 12 13 1 6 13 1
getCParams[-13,1] 10 6 7 1 5 13 1
getCParams[-13,37] 10 6 7 1 5 13 1
getCParams[-13,1369] 11 11 12 1 5 13 1
getCParams[-13,50653] 16 12 12 1 5 13 1
getCParams[-12,0] 19 12 13 1 6 12 1
getCParams[-12,1] 10 6 7 1 5 12 1
getCParams[-12,37] 10 6 7 1 5 12 1
getCParams[-12,1369] 11 11 12 1 5 12 1
getCParams[-12,50653] 16 12 12 1 5 12 1
getCParams[-11,0] 19 12 13 1 6 11 1
getCParams[-11,1] 10 6 7 1 5 11 1
getCParams[-11,37] 10 6 7 1 5 11 1
getCParams[-11,1369] 11 11 12 1 5 11 1
getCParams[-11,50653] 16 12 12 1 5 11 1
getCParams[-10,0] 19 12 13 1 6 10 1
getCParams[-10,1] 10 6 7 1 5 10 1
getCParams[-10,37] 10 6 7 1 5 10 1
getCParams[-10,1369] 11 11 12 1 5 10 1
getCParams[-10,50653] 16 12 12 1 5 10 1
getCParams[-9,0] 19 12 13 1 6 9 1
getCParams[-9,1] 10 6 7 1 5 9 1
getCParams[-9,37] 10 6 7 1 5 9 1
getCParams[-9,1369] 11 11 12 1 5 9 1
getCParams[-9,50653] 16 12 12 1 5 9 1
getCParams[-8,0] 19 12 13 1 6 8 1
getCParams[-8,1] 10 6 7 1 5 8 1
getCParams[-8,37] 10 6 7 1 5 8 1
getCParams[-8,1369] 11 11 12 1 5 8 1
getCParams[-8,50653] 16 12 12 1 5 8 1
getCParams[-7,0] 19 12 13 1 6 7 1
getCParams[-7,1] 10 6 7 1 5 7 1
getCParams[-7,37] 10 6 7 1 5 7 1
getCParams[-7,1369] 11 11 12 1 5 7 1
getCParams[-7,50653] 16 12 12 1 5 7 1
getCParams[-6,0] 19 12 13 1 6 6 1
getCParams[-6,1] 10 6 7 1 5 6 1
getCParams[-6,37] 10 6 7 1 5 6 1
getCParams[-6,1369] 11 11 12 1 5 6 1
getCParams[-6,50653] 16 12 12 1 5 6 1
getCParams[-5,0] 19 12 13 1 6 5 1
getCParams[-5,1] 10 6 7 1 5 5 1
getCParams[-5,37] 10 6 7 1 5 5 1
getCParams[-5,1369] 11 11 12 1 5 5 1
getCParams[-5,50653] 16 12 12 1 5 5 1
getCParams[-4,0] 19 12 13 1 6 4 1
getCParams[-4,1] 10 6 7 1 5 4 1
getCParams[-4,37] 10 6 7 1 5 4 1
getCParams[-4,1369] 11 11 12 1 5 4 1
getCParams[-4,50653] 16 12 12 1 5 4 1
getCParams[-3,0] 19 12 13 1 6 3 1
getCParams[-3,1] 10 6 7 1 5 3 1
getCParams[-3,37] 10 6 7 1 5 3 1
getCParams[-3,1369] 11 11 12 1 5 3 1
getCParams[-3,50653] 16 12 12 1 5 3 1
getCParams[-2,0] 19 12 13 1 6 2 1
getCParams[-2,1] 10 6 7 1 5 2 1
getCParams[-2,37] 10 6 7 1 5 2 1
getCParams[-2,1369] 11 11 12 1 5 2 1
getCParams[-2,50653] 16 12 12 1 5 2 1
getCParams[-1,0] 19 12 13 1 6 1 1
getCParams[-1,1] 10 6 7 1 5 1 1
getCParams[-1,37] 10 6 7 1 5 1 1
getCParams[-1,1369] 11 11 12 1 5 1 1
getCParams[-1,50653] 16 12 12 1 5 1 1
getCParams[0,0] 21 16 17 1 5 0 2
getCParams[0,1] 10 6 7 2 4 0 2
getCParams[0,37] 10 6 7 2 4 0 2
getCParams[0,1369] 11 11 12 2 4 0 2
getCParams[0,50653] 16 15 16 2 5 0 2
getCParams[1,0] 19 13 14 1 7 0 1
getCParams[1,1] 10 6 7 1 5 0 1
getCParams[1,37] 10 6 7 1 5 0 1
getCParams[1,1369] 11 11 12 1 5 0 1
getCParams[1,50653] 16 12 13 1 6 0 1
getCParams[2,0] 20 15 16 1 6 0 1
getCParams[2,1] 10 6 7 1 4 0 1
getCParams[2,37] 10 6 7 1 4 0 1
getCParams[2,1369] 11 11 12 1 4 0 1
getCParams[2,50653] 16 13 15 1 5 0 1
getCParams[3,0] 21 16 17 1 5 0 2
getCParams[3,1] 10 6 7 2 4 0 2
getCParams[3,37] 10 6 7 2 4 0 2
getCParams[3,1369] 11 11 12 2 4 0 2
getCParams[3,50653] 16 15 16 2 5 0 2
getCParams[4,0] 21 18 18 1 5 0 2
getCParams[4,1] 10 6 7 4 4 2 3
getCParams[4,37] 10 6 7 4 4 2 3
getCParams[4,1369] 11 11 12 4 4 2 3
getCParams[4,50653] 16 16 17 2 4 0 2
getCParams[5,0] 21 18 19 3 5 2 3
getCParams[5,1] 10 6 7 3 4 4 4
getCParams[5,37] 10 6 7 3 4 4 4
getCParams[5,1369] 11 11 12 3 4 4 4
getCParams[5,50653] 16 16 17 3 4 2 3
getCParams[6,0] 21 18 19 3 5 4 4
getCParams[6,1] 10 6 7 4 4 8 5
getCParams[6,37] 10 6 7 4 4 8 5
getCParams[6,1369] 11 11 12 4 4 8 5
getCParams[6,50653] 16 16 17 3 4 4 4
getCParams[7,0] 21 19 20 4 5 8 4
getCParams[7,1] 10 6 7 6 4 8 5
getCParams[7,37] 10 6 7 6 4 8 5
getCParams[7,1369] 11 11 12 6 4 8 5
getCParams[7,50653] 16 16 17 3 4 8 5
getCParams[8,0] 21 19 20 4 5 16 5
getCParams[8,1] 10 6 7 8 4 8 5
getCParams[8,37] 10 6 7 8 4 8 5
getCParams[8,1369] 11 11 12 8 4 8 5
getCParams[8,50653] 16 16 17 4 4 8 5
getCParams[9,0] 22 20 21 4 5 16 5
getCParams[9,1] 10 7 7 5 4 8 6
getCParams[9,37] 10 7 7 5 4 8 6
getCParams[9,1369] 11 12 12 5 4 8 6
getCParams[9,50653] 16 16 17 5 4 8 5
getCParams[10,0] 22 21 22 5 5 16 5
getCParams[10,1] 10 7 7 9 4 8 6
getCParams[10,37] 10 7 7 9 4 8 6
getCParams[10,1369] 11 12 12 9 4 8 6
getCParams[10,50653] 16 16 17 6 4 8 5
getCParams[11,0] 22 21 22 6 5 16 5
getCParams[11,1] 10 7 7 3 4 12 7
getCParams[11,37] 10 7 7 3 4 12 7
getCParams[11,1369] 11 12 12 3 4 12 7
getCParams[11,50653] 16 17 17 5 4 8 6
getCParams[12,0] 22 22 23 6 5 32 5
getCParams[12,1] 10 7 7 4 3 24 7
getCParams[12,37] 10 7 7 4 3 24 7
getCParams[12,1369] 11 12 12 4 3 24 7
getCParams[12,50653] 16 17 17 7 4 12 6
getCParams[13,0] 22 22 22 4 5 32 6
getCParams[13,1] 10 7 7 5 3 32 8
getCParams[13,37] 10 7 7 5 3 32 8
getCParams[13,1369] 11 12 12 5 3 32 8
getCParams[13,50653] 16 17 17 3 4 12 7
getCParams[14,0] 22 22 23 5 5 32 6
getCParams[14,1] 10 7 7 6 3 64 8
getCParams[14,37] 10 7 7 6 3 64 8
getCParams[14,1369] 11 12 12 6 3 64 8
getCParams[14,50653] 16 17 17 4 3 32 7
getCParams[15,0] 22 23 23 6 5 32 6
getCParams[15,1] 10 7 7 7 3 256 8
getCParams[15,37] 10 7 7 7 3 256 8
getCParams[15,1369] 11 12 12 7 3 256 8
getCParams[15,50653] 16 17 17 6 3 256 7
getCParams[16,0] 22 22 22 5 5 48 7
getCParams[16,1] 10 7 7 5 3 48 9
getCParams[16,37] 10 7 7 5 3 48 9
getCParams[16,1369] 11 12 12 5 3 48 9
getCParams[16,50653] 16 17 17 6 3 128 8
getCParams[17,0] 23 23 22 5 4 64 7
getCParams[17,1] 10 7 7 6 3 128 9
getCParams[17,37] 10 7 7 6 3 128 9
getCParams[17,1369] 11 12 12 6 3 128 9
getCParams[17,50653] 16 17 17 8 3 256 8
getCParams[18,0] 23 23 22 6 3 64 8
getCParams[18,1] 10 7 7 7 3 256 9
getCParams[18,37] 10 7 7 7 3 256 9
getCParams[18,1369] 11 12 12 7 3 256 9
getCParams[18,50653] 16 17 17 10 3 512 8
getCParams[19,0] 23 24 22 7 3 256 9
getCParams[19,1] 10 7 7 8 3 256 9
getCParams[19,37] 10 7 7 8 3 256 9
getCParams[19,1369] 11 12 12 8 3 256 9
getCParams[19,50653] 16 17 17 5 3 256 9
getCParams[20,0] 25 25 23 7 3 256 9
getCParams[20,1] 10 7 7 8 3 512 9
getCParams[20,37] 10 7 7 8 3 512 9
getCParams[20,1369] 11 12 12 8 3 512 9
getCParams[20,50653] 16 17 17 7 3 512 9
getCParams[21,0] 26 26 24 7 3 512 9
getCParams[21,1] 10 7 7 9 3 512 9
getCParams[21,37] 10 7 7 9 3 512 9
getCParams[21,1369] 11 12 12 9 3 512 9
getCParams[21,50653] 16 17 17 9 3 512 9
getCParams[22,0] 27 27 25 9 3 999 9
getCParams[22,1] 10 7 7 10 3 999 9
getCParams[22,37] 10 7 7 10 3 999 9
getCParams[22,1369] 11 12 12 10 3 999 9
getCParams[22,50653] 16 17 17 11 3 999 9
compressBound[0] = 64
compressBound[1] = 64
compressBound[13] = 76
compressBound[169] = 232
compressBound[2197] = 2267
compressBound[28561] = 28722
compressBound[371293] = 372743
errstr[0] = No error detected
errstr[1] = Error (generic)
errstr[2] = Unspecified error code
errstr[3] = Unspecified error code
errstr[4] = Unspecified error code
errstr[5] = Unspecified error code
errstr[6] = Unspecified error code
errstr[7] = Unspecified error code
errstr[8] = Unspecified error code
errstr[9] = Unspecified error code
errstr[10] = Unknown frame descriptor
errstr[11] = Unspecified error code
errstr[12] = Version not supported
errstr[13] = Unspecified error code
errstr[14] = Unsupported frame parameter
errstr[15] = Unspecified error code
errstr[16] = Frame requires too much memory for decoding
errstr[17] = Unspecified error code
errstr[18] = Unspecified error code
errstr[19] = Unspecified error code
errstr[20] = Data corruption detected
errstr[21] = Unspecified error code
errstr[22] = Restored data doesn't match checksum
errstr[23] = Unspecified error code
errstr[24] = Header of Literals' block doesn't respect format specification
errstr[25] = Unspecified error code
errstr[26] = Unspecified error code
errstr[27] = Unspecified error code
errstr[28] = Unspecified error code
errstr[29] = Unspecified error code
errstr[30] = Dictionary is corrupted
errstr[31] = Unspecified error code
errstr[32] = Dictionary mismatch
errstr[33] = Unspecified error code
errstr[34] = Cannot create Dictionary from provided samples
errstr[35] = Unspecified error code
errstr[36] = Unspecified error code
errstr[37] = Unspecified error code
errstr[38] = Unspecified error code
errstr[39] = Unspecified error code
errstr[40] = Unsupported parameter
errstr[41] = Unsupported combination of parameters
errstr[42] = Parameter is out of bound
errstr[43] = Unspecified error code
errstr[44] = tableLog requires too much memory : unsupported
errstr[45] = Unspecified error code
errstr[46] = Unsupported max Symbol Value : too large
errstr[47] = Unspecified error code
errstr[48] = Specified maxSymbolValue is too small
errstr[49] = This mode cannot generate an uncompressed block
errstr[50] = pledged buffer stability condition is not respected
errstr[51] = Unspecified error code
errstr[52] = Unspecified error code
errstr[53] = Unspecified error code
errstr[54] = Unspecified error code
errstr[55] = Unspecified error code
errstr[56] = Unspecified error code
errstr[57] = Unspecified error code
errstr[58] = Unspecified error code
errstr[59] = Unspecified error code
errstr[60] = Operation not authorized at current processing stage
errstr[61] = Unspecified error code
errstr[62] = Context should be init first
errstr[63] = Unspecified error code
errstr[64] = Allocation error : not enough memory
errstr[65] = Unspecified error code
errstr[66] = workSpace buffer is not large enough
errstr[67] = Unspecified error code
errstr[68] = Unspecified error code
errstr[69] = Unspecified error code
errstr[70] = Destination buffer is too small
errstr[71] = Unspecified error code
errstr[72] = Src size is incorrect
errstr[73] = Unspecified error code
errstr[74] = Operation on NULL destination buffer
errstr[75] = Unspecified error code
errstr[76] = Unspecified error code
errstr[77] = Unspecified error code
errstr[78] = Unspecified error code
errstr[79] = Unspecified error code
errstr[80] = Operation made no progress over multiple calls, due to output buffer being full
errstr[81] = Unspecified error code
errstr[82] = Operation made no progress over multiple calls, due to input being empty
errstr[83] = Unspecified error code
errstr[84] = Unspecified error code
errstr[85] = Unspecified error code
errstr[86] = Unspecified error code
errstr[87] = Unspecified error code
errstr[88] = Unspecified error code
errstr[89] = Unspecified error code
errstr[90] = Unspecified error code
errstr[91] = Unspecified error code
errstr[92] = Unspecified error code
errstr[93] = Unspecified error code
errstr[94] = Unspecified error code
errstr[95] = Unspecified error code
errstr[96] = Unspecified error code
errstr[97] = Unspecified error code
errstr[98] = Unspecified error code
errstr[99] = Unspecified error code
errstr[100] = Frame index is too large
errstr[101] = Unspecified error code
errstr[102] = An I/O error occurred when reading/seeking
errstr[103] = Unspecified error code
errstr[104] = Destination buffer is wrong
errstr[105] = Source buffer is wrong
errstr[106] = Block-level external sequence producer returned an error code
errstr[107] = External sequences are not valid
errstr[108] = Unspecified error code
errstr[109] = Unspecified error code
errstr[110] = Unspecified error code
errstr[111] = Unspecified error code
errstr[112] = Unspecified error code
errstr[113] = Unspecified error code
errstr[114] = Unspecified error code
errstr[115] = Unspecified error code
errstr[116] = Unspecified error code
errstr[117] = Unspecified error code
errstr[118] = Unspecified error code
errstr[119] = Unspecified error code
errstr[120] = Unspecified error code
errstr[121] = Unspecified error code
errstr[122] = Unspecified error code
errstr[123] = Unspecified error code
errstr[124] = Unspecified error code
errstr[125] = Unspecified error code
=== simple compress/decompress ===
c[rand,0,L-7]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L-6]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L-5]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L-4]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L-3]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L-2]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L-1]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L0]                                 size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L1]                                 size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L2]                                 size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L3]                                 size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L4]                                 size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L5]                                 size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L6]                                 size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L7]                                 size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L8]                                 size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L9]                                 size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L10]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L11]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L12]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L13]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L14]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L15]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L16]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L17]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L18]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L19]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L20]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L21]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,0,L22]                                size=       9 fnv=7eb229f5cdef240f
  frameContentSize                           0
  findFrameCompressedSize                    9
  decompressBound                            0
  decompressionMargin                        9
c[rand,1,L-7]                                size=      10 fnv=04c4ff840c8f6cd1
  frameContentSize                           1
  findFrameCompressedSize                    10
  decompressBound                            1
  decompressionMargin                        10
c[rand,1,L-6]                                size=      10 fnv=04c4ff840c8f6cd1
  frameContentSize                           1
  findFrameCompressedSize                    10
  decompressBound                            1
  decompressionMargin                        10
c[rand,1,L-5]                                size=      10 fnv=04c4ff840c8f6cd1
  frameContentSize                           1
