== ZSTD_decodeSeqHeaders ==
warmup compress=28225 decompress=40000 match=1
ZSTD_decodeSeqHeaders t=10 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=10 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=11 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=12 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=13 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=14 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=2 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=15 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=16 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=17 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=2 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=18 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=2 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=19 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=20 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=2 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=21 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=22 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=23 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=24 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=2 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=25 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=26 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=0 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=1 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=2 =-72 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=3 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=4 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=5 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=7 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=10 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=20 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=50 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=120 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=300 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=27 n=1000 =-20 nbSeq=-12345
ZSTD_decodeSeqHeaders t=28 n=0 =-72 nbSeq=-12345
